original_filename,new_filename,site_id,document_type,output_path
0141 - B-03-REPORT - VIC_5.1_2003-12-19 2003-12-18 AEC 10 Rail Yard Hydrocarbon Soils Remediation Closure Report.pdf,2003-12-19 – 0141 – REPORT.pdf,0141,REPORT,outputs/REPORT/2003-12-19 – 0141 – REPORT.pdf
